Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude
6/18/2011, 10:00:32,897,38.2926097,-73.99276442,1,68.210086,1,0,0
6/18/2011, 10:00:37,897,38.29250428,-73.99251807,1,68.207898,1,0,0
6/18/2011, 10:00:42,913,38.29239944,-73.99226459,1,68.207898,1,0,0
6/18/2011, 10:00:47,913,38.29229578,-73.99201647,1,68.207898,1,0,0
6/18/2011, 10:00:52,913,38.29218937,-73.99175861,1,68.207898,1,0,0
6/18/2011, 10:00:57,913,38.29208823,-73.99149761,1,68.264939,1,0,0
6/18/2011, 10:01:02,913,38.2919848,-73.99123722,1,68.264939,1,0,0
6/18/2011, 10:01:07,913,38.29188061,-73.99097647,1,68.264939,1,0,0
6/18/2011, 10:01:12,913,38.29178397,-73.99071209,1,68.265131,1,0,0
6/18/2011, 10:01:17,928,38.29168635,-73.99044783,1,68.189947,1,0,0
6/18/2011, 10:01:22,928,38.29158278,-73.99018243,1,68.064424,1,0,0
6/18/2011, 10:01:27,928,38.29147243,-73.98991928,1,68.065105,1,0,0
6/18/2011, 10:01:32,928,38.29136481,-73.98964962,1,68.065105,1,0,0
6/18/2011, 10:01:37,928,38.29126708,-73.98938046,1,68.065105,1,0,0
6/18/2011, 10:01:42,928,38.29117204,-73.98911489,1,68.065105,1,0,0
6/18/2011, 10:01:47,928,38.29106404,-73.98884379,1,68.065105,1,0,0
6/18/2011, 10:01:52,944,38.2909624,-73.9885726,1,68.065105,1,0,0
6/18/2011, 10:01:57,944,38.29087589,-73.98829937,1,68.219492,1,0,0
6/18/2011, 10:02:02,944,38.29077569,-73.98802459,1,68.219492,1,0,0
6/18/2011, 10:02:07,944,38.29066965,-73.98775528,1,68.219492,1,0,0
6/18/2011, 10:02:12,944,38.29056907,-73.98748733,1,68.215539,1,0,0
6/18/2011, 10:02:17,944,38.29047136,-73.98721797,1,68.215539,1,0,0
6/18/2011, 10:02:22,944,38.29037799,-73.98694126,1,67.878039,1,0,0
6/18/2011, 10:02:27,944,38.29028525,-73.98666901,1,67.878039,1,0,0
6/18/2011, 10:02:32,944,38.29018844,-73.98638803,1,67.878039,1,0,0
6/18/2011, 10:02:37,944,38.2901021,-73.98611081,1,67.878039,1,0,0
6/18/2011, 10:02:42,944,38.29000362,-73.98583585,1,67.878039,1,0,0
6/18/2011, 10:02:47,944,38.28991165,-73.98556495,1,67.61085,1,0,0
6/18/2011, 10:02:52,960,38.28982205,-73.98528096,1,67.61085,1,0,0
6/18/2011, 10:02:57,960,38.28973369,-73.98500376,1,67.61085,1,0,0
6/18/2011, 10:03:02,960,38.28963725,-73.98472721,1,67.61085,1,0,0
6/18/2011, 10:03:07,960,38.28954433,-73.9844567,1,67.61085,1,0,0
6/18/2011, 10:03:12,960,38.2894548,-73.9841788,1,67.61085,1,0,0
6/18/2011, 10:03:17,960,38.28936381,-73.9839019,1,67.61085,1,0,0
6/18/2011, 10:03:22,975,38.28926796,-73.983623,1,67.779784,1,0,0
6/18/2011, 10:03:27,975,38.28918018,-73.9833495,1,67.731627,1,0,0
6/18/2011, 10:03:32,975,38.28909118,-73.98307186,1,67.731627,1,0,0
6/18/2011, 10:03:37,975,38.28899959,-73.9827968,1,67.731627,1,0,0
6/18/2011, 10:03:42,975,38.28891143,-73.98251583,1,67.731627,1,0,0
6/18/2011, 10:03:47,975,38.28882414,-73.98224179,1,67.731627,1,0,0
6/18/2011, 10:03:52,975,38.28873395,-73.98196463,1,67.731627,1,0,0
6/18/2011, 10:03:57,991,38.28864405,-73.98168636,1,67.731627,1,0,0
6/18/2011, 10:04:02,991,38.28855218,-73.98140486,1,68.171647,1,0,0
6/18/2011, 10:04:07,991,38.28846488,-73.98113239,1,68.230332,1,0,0
6/18/2011, 10:04:12,991,38.28838199,-73.98085596,1,68.239825,1,0,0
6/18/2011, 10:04:17,991,38.28829405,-73.98057723,1,68.239825,1,0,0
6/18/2011, 10:04:22,991,38.28819939,-73.9803015,1,68.3664,1,0,0
6/18/2011, 10:04:27,991,38.28811548,-73.98002799,1,68.378898,1,0,0
6/18/2011, 10:04:32,991,38.28802072,-73.97975223,1,68.390007,1,0,0
6/18/2011, 10:04:37,991,38.28792262,-73.97948136,1,68.593819,1,0,0
6/18/2011, 10:04:43,7,38.28784195,-73.9792052,1,68.599564,1,0,0
6/18/2011, 10:04:48,7,38.28775096,-73.97892918,1,68.599564,1,0,0
6/18/2011, 10:04:53,7,38.28765107,-73.97865168,1,68.596051,1,0,0
6/18/2011, 10:04:58,7,38.28756565,-73.9783774,1,69.183351,1,0,0
6/18/2011, 10:05:03,7,38.28747482,-73.97809672,1,69.183351,1,0,0
6/18/2011, 10:05:08,22,38.28737876,-73.97782401,1,69.274413,1,0,0
6/18/2011, 10:05:13,7,38.28728389,-73.97754951,1,69.287626,1,0,0
6/18/2011, 10:05:18,22,38.28719644,-73.97727316,1,69.287626,1,0,0
6/18/2011, 10:05:23,22,38.28710559,-73.97699296,1,69.574852,1,0,0
6/18/2011, 10:05:28,22,38.28701431,-73.97671513,1,69.525762,1,0,0
6/18/2011, 10:05:33,22,38.28693262,-73.97643658,1,69.153867,1,0,0
6/18/2011, 10:05:38,22,38.28684644,-73.97615658,1,69.153867,1,0,0
6/18/2011, 10:05:43,22,38.28676173,-73.9758735,1,69.153867,1,0,0
6/18/2011, 10:05:48,22,38.2866721,-73.97559401,1,68.835601,1,0,0
6/18/2011, 10:05:53,22,38.2865836,-73.9753151,1,68.735147,1,0,0
6/18/2011, 10:05:58,22,38.28649541,-73.97503937,1,68.681686,1,0,0
6/18/2011, 10:06:03,22,38.28640214,-73.97475858,1,68.681686,1,0,0
6/18/2011, 10:06:08,22,38.28631927,-73.97447959,1,68.681686,1,0,0
6/18/2011, 10:06:13,38,38.28623785,-73.97419367,1,68.526516,1,0,0
6/18/2011, 10:06:18,38,38.2861457,-73.97392125,1,68.211218,1,0,0
6/18/2011, 10:06:23,38,38.28605254,-73.97364066,1,68.211218,1,0,0
6/18/2011, 10:06:28,38,38.28597131,-73.97336392,1,68.211218,1,0,0
6/18/2011, 10:06:33,38,38.28587906,-73.97307867,1,68.211218,1,0,0
6/18/2011, 10:06:38,38,38.28579134,-73.97280625,1,68.211218,1,0,0
6/18/2011, 10:06:43,38,38.28570518,-73.97253183,1,68.211218,1,0,0
6/18/2011, 10:06:48,38,38.28561067,-73.97225653,1,68.212014,1,0,0
6/18/2011, 10:06:53,53,38.28552067,-73.9719797,1,68.389343,1,0,0
6/18/2011, 10:06:58,53,38.28542785,-73.97170303,1,68.395482,1,0,0
6/18/2011, 10:07:03,53,38.28533693,-73.97142874,1,68.395482,1,0,0
6/18/2011, 10:07:08,53,38.28524653,-73.97115575,1,68.395482,1,0,0
6/18/2011, 10:07:13,53,38.2851664,-73.970881,1,68.392932,1,0,0
6/18/2011, 10:07:18,53,38.28508909,-73.9706045,1,68.392932,1,0,0
6/18/2011, 10:07:23,53,38.28500087,-73.97033094,1,68.392932,1,0,0
6/18/2011, 10:07:28,69,38.28491468,-73.970061,1,68.634368,1,0,0
6/18/2011, 10:07:33,69,38.28482357,-73.96979319,1,68.634368,1,0,0
6/18/2011, 10:07:38,69,38.28473157,-73.96951567,1,68.964054,1,0,0
6/18/2011, 10:07:43,69,38.28464622,-73.96923733,1,68.605371,1,0,0
6/18/2011, 10:07:48,69,38.2845503,-73.96896881,1,68.421228,1,0,0
6/18/2011, 10:07:53,69,38.28446273,-73.96869784,1,68.34379,1,0,0
6/18/2011, 10:07:58,69,38.28438642,-73.96842098,1,68.09545,1,0,0
6/18/2011, 10:08:03,69,38.2843011,-73.9681422,1,67.850693,1,0,0
6/18/2011, 10:08:08,69,38.28420774,-73.96787664,1,67.41438,1,0,0
6/18/2011, 10:08:13,85,38.28412412,-73.96759958,1,67.221368,1,0,0
6/18/2011, 10:08:18,85,38.2840419,-73.96732912,1,67.079239,1,0,0
6/18/2011, 10:08:23,85,38.2839517,-73.96706069,1,66.675756,1,0,0
6/18/2011, 10:08:28,85,38.28387211,-73.96678799,1,66.239807,1,0,0
6/18/2011, 10:08:33,85,38.28378834,-73.96651147,1,66.241282,1,0,0
6/18/2011, 10:08:38,85,38.28369761,-73.96623767,1,66.241282,1,0,0
6/18/2011, 10:08:43,85,38.2836188,-73.9659669,1,65.489081,1,0,0
6/18/2011, 10:08:48,85,38.28354328,-73.96568849,1,65.489081,1,0,0
6/18/2011, 10:08:53,100,38.28345271,-73.96541656,1,65.489081,1,0,0
6/18/2011, 10:08:58,100,38.28335867,-73.96514481,1,65.06874,1,0,0
6/18/2011, 10:09:03,100,38.28327798,-73.96487187,1,65.06874,1,0,0
6/18/2011, 10:09:08,100,38.2831843,-73.96460414,1,64.658292,1,0,0
6/18/2011, 10:09:13,100,38.28309298,-73.96433672,1,64.645357,1,0,0
6/18/2011, 10:09:18,100,38.28301416,-73.9640629,1,64.645357,1,0,0
6/18/2011, 10:09:23,100,38.28291663,-73.96379316,1,64.529272,1,0,0
6/18/2011, 10:09:28,100,38.2828266,-73.96353056,1,64.529272,1,0,0
6/18/2011, 10:09:33,100,38.28275541,-73.96325944,1,64.529272,1,0,0
6/18/2011, 10:09:38,116,38.28265923,-73.96298979,1,64.532926,1,0,0
6/18/2011, 10:09:43,116,38.28256821,-73.96272376,1,64.532926,1,0,0
6/18/2011, 10:09:48,116,38.28249142,-73.96245188,1,64.532926,1,0,0
6/18/2011, 10:09:53,116,38.28240587,-73.96217563,1,64.534112,1,0,0
6/18/2011, 10:09:58,116,38.2823168,-73.96190322,1,64.638662,1,0,0
6/18/2011, 10:10:03,116,38.28223566,-73.96162831,1,64.891244,1,0,0
6/18/2011, 10:10:08,132,38.28215504,-73.96135351,1,64.537774,1,0,0
6/18/2011, 10:10:13,132,38.28207395,-73.9610755,1,64.537332,1,0,0
6/18/2011, 10:10:18,132,38.28199635,-73.9607956,1,64.537332,1,0,0
6/18/2011, 10:10:23,132,38.28190666,-73.96052332,1,64.537332,1,0,0
6/18/2011, 10:10:28,132,38.2818284,-73.9602506,1,64.537332,1,0,0
6/18/2011, 10:10:33,132,38.28174864,-73.9599701,1,64.537332,1,0,0
6/18/2011, 10:10:38,132,38.28166085,-73.95969223,1,64.537332,1,0,0
6/18/2011, 10:10:43,147,38.28158302,-73.95941288,1,64.689903,1,0,0
6/18/2011, 10:10:48,147,38.28150105,-73.9591357,1,64.693013,1,0,0
6/18/2011, 10:10:53,147,38.28141499,-73.95885681,1,64.682039,1,0,0
6/18/2011, 10:10:58,147,38.28133169,-73.95857475,1,64.682039,1,0,0
6/18/2011, 10:11:03,147,38.28124763,-73.95829994,1,64.682039,1,0,0
6/18/2011, 10:11:08,147,38.28116692,-73.95801816,1,64.682039,1,0,0
6/18/2011, 10:11:13,147,38.28107499,-73.95773811,1,64.800134,1,0,0
6/18/2011, 10:11:18,147,38.28099239,-73.95745681,1,65.279019,1,0,0
6/18/2011, 10:11:23,147,38.28090057,-73.95717906,1,65.673233,1,0,0
6/18/2011, 10:11:28,147,38.28080605,-73.95690229,1,65.815065,1,0,0
6/18/2011, 10:11:33,163,38.28072277,-73.95662523,1,65.839728,1,0,0
6/18/2011, 10:11:38,163,38.28064525,-73.95634296,1,65.959149,1,0,0
6/18/2011, 10:11:43,163,38.28055907,-73.95606514,1,66.256353,1,0,0
6/18/2011, 10:11:48,163,38.28047022,-73.95579837,1,66.577831,1,0,0
6/18/2011, 10:11:53,163,38.28039477,-73.95550792,1,67.005238,1,0,0
6/18/2011, 10:11:58,163,38.28031082,-73.9552316,1,67.005238,1,0,0
6/18/2011, 10:12:03,178,38.28022274,-73.95495533,1,67.005238,1,0,0
6/18/2011, 10:12:08,178,38.28013967,-73.95467982,1,66.375808,1,0,0
6/18/2011, 10:12:13,178,38.28005224,-73.95440358,1,66.242702,1,0,0
6/18/2011, 10:12:18,178,38.27996591,-73.95411946,1,66.181995,1,0,0
6/18/2011, 10:12:23,178,38.27987911,-73.9538443,1,66.181995,1,0,0
6/18/2011, 10:12:28,178,38.27980111,-73.95356425,1,66.181995,1,0,0
6/18/2011, 10:12:33,178,38.27971987,-73.95328159,1,66.181995,1,0,0
6/18/2011, 10:12:38,194,38.27963183,-73.9529958,1,66.181995,1,0,0
6/18/2011, 10:12:43,194,38.2795418,-73.95272039,1,65.917478,1,0,0
6/18/2011, 10:12:48,194,38.27946254,-73.95243825,1,65.917478,1,0,0
6/18/2011, 10:12:53,194,38.27937513,-73.95215237,1,65.919453,1,0,0
6/18/2011, 10:12:58,194,38.27929313,-73.95186502,1,65.919732,1,0,0
6/18/2011, 10:13:03,194,38.27921054,-73.95158404,1,65.919732,1,0,0
6/18/2011, 10:13:08,194,38.27911518,-73.95131027,1,65.92123,1,0,0
6/18/2011, 10:13:13,194,38.27902746,-73.95102196,1,65.92123,1,0,0
6/18/2011, 10:13:18,194,38.27893897,-73.95074265,1,66.060792,1,0,0
6/18/2011, 10:13:23,194,38.27884446,-73.95045861,1,66.060792,1,0,0
6/18/2011, 10:13:28,210,38.27876022,-73.95018011,1,66.060792,1,0,0
6/18/2011, 10:13:33,210,38.27867049,-73.94989795,1,66.060792,1,0,0
6/18/2011, 10:13:38,210,38.27858236,-73.94962309,1,66.060792,1,0,0
6/18/2011, 10:13:43,210,38.27848521,-73.94934336,1,66.28594,1,0,0
6/18/2011, 10:13:48,210,38.27839383,-73.94906902,1,66.28594,1,0,0
6/18/2011, 10:13:53,210,38.27830846,-73.94878742,1,66.28594,1,0,0
6/18/2011, 10:13:58,225,38.27821218,-73.94851394,1,65.875302,1,0,0
6/18/2011, 10:14:03,225,38.27811723,-73.94822836,1,65.876934,1,0,0
6/18/2011, 10:14:08,225,38.27802323,-73.94795245,1,65.873933,1,0,0
6/18/2011, 10:14:13,225,38.27793065,-73.94767089,1,65.873933,1,0,0
6/18/2011, 10:14:18,225,38.27784177,-73.94739957,1,65.873933,1,0,0
6/18/2011, 10:14:23,225,38.27774536,-73.9471219,1,65.873933,1,0,0
6/18/2011, 10:14:28,225,38.27765204,-73.94685185,1,65.873933,1,0,0
6/18/2011, 10:14:33,241,38.27755711,-73.94656633,1,66.046982,1,0,0
6/18/2011, 10:14:38,241,38.27747401,-73.9462886,1,66.046982,1,0,0
6/18/2011, 10:14:43,241,38.27738175,-73.94600561,1,66.047892,1,0,0
6/18/2011, 10:14:48,257,38.27729028,-73.94573104,1,66.047892,1,0,0
6/18/2011, 10:14:53,303,38.27720354,-73.94544463,1,66.05003,1,0,0
6/18/2011, 10:14:58,303,38.27710946,-73.94516972,1,66.05003,1,0,0
6/18/2011, 10:15:03,319,38.27702387,-73.94488961,1,66.076814,1,0,0
6/18/2011, 10:15:08,319,38.27694345,-73.9446202,1,66.076814,1,0,0
6/18/2011, 10:15:13,319,38.27685763,-73.94433984,1,65.56941,1,0,0
6/18/2011, 10:15:18,319,38.27675745,-73.94406789,1,65.56941,1,0,0
6/18/2011, 10:15:23,319,38.27666625,-73.94379827,1,65.56941,1,0,0
6/18/2011, 10:15:28,319,38.27658523,-73.94352401,1,65.56941,1,0,0
6/18/2011, 10:15:33,319,38.27649968,-73.94324827,1,65.56941,1,0,0
6/18/2011, 10:15:38,319,38.27642588,-73.94296964,1,65.56941,1,0,0
6/18/2011, 10:15:43,319,38.27632866,-73.94269311,1,65.488703,1,0,0
6/18/2011, 10:15:48,319,38.27622824,-73.94243005,1,65.488703,1,0,0
6/18/2011, 10:15:53,335,38.27613242,-73.94215385,1,65.495268,1,0,0
6/18/2011, 10:15:58,335,38.27604372,-73.94187799,1,65.500928,1,0,0
6/18/2011, 10:16:03,335,38.27595687,-73.94160048,1,65.500928,1,0,0
6/18/2011, 10:16:08,335,38.27586746,-73.94133231,1,65.501475,1,0,0
6/18/2011, 10:16:13,335,38.27577985,-73.94105796,1,65.498716,1,0,0
6/18/2011, 10:16:18,335,38.27568762,-73.94078924,1,65.672145,1,0,0
6/18/2011, 10:16:23,350,38.27558824,-73.94051134,1,65.735309,1,0,0
6/18/2011, 10:16:28,350,38.27550215,-73.94023813,1,65.735309,1,0,0
6/18/2011, 10:16:33,350,38.2754096,-73.93996546,1,65.735309,1,0,0
6/18/2011, 10:16:38,350,38.27531853,-73.93970941,1,65.722018,1,0,0
6/18/2011, 10:16:43,350,38.27523321,-73.93943909,1,65.604086,1,0,0
6/18/2011, 10:16:48,350,38.27514211,-73.93914622,1,65.604086,1,0,0
6/18/2011, 10:16:58,366,38.27497245,-73.93859464,1,65.604086,1,0,0
6/18/2011, 10:17:03,366,38.27488291,-73.93831376,1,65.604086,1,0,0
6/18/2011, 10:17:08,366,38.27479848,-73.93804049,1,65.604086,1,0,0
6/18/2011, 10:17:13,366,38.27470438,-73.9377627,1,65.604086,1,0,0
6/18/2011, 10:17:18,366,38.27461623,-73.93749306,1,65.604086,1,0,0
6/18/2011, 10:17:23,366,38.27453947,-73.93720886,1,65.328716,1,0,0
6/18/2011, 10:17:28,366,38.27445008,-73.9369305,1,65.326057,1,0,0
6/18/2011, 10:17:33,366,38.27434617,-73.93665956,1,65.326057,1,0,0
6/18/2011, 10:17:38,382,38.27425802,-73.9363878,1,65.326057,1,0,0
6/18/2011, 10:17:43,382,38.27416582,-73.93610646,1,65.326057,1,0,0
6/18/2011, 10:17:48,382,38.27407152,-73.93583291,1,65.326057,1,0,0
6/18/2011, 10:17:53,382,38.27397255,-73.93555553,1,65.326057,1,0,0
6/18/2011, 10:17:58,382,38.27388285,-73.9352878,1,65.482804,1,0,0
6/18/2011, 10:18:03,397,38.27379235,-73.93500728,1,65.496158,1,0,0
6/18/2011, 10:18:08,397,38.27369953,-73.93473036,1,65.496158,1,0,0
6/18/2011, 10:18:13,397,38.27360522,-73.93445132,1,65.568719,1,0,0
6/18/2011, 10:18:18,397,38.27351895,-73.93417708,1,65.197351,1,0,0
6/18/2011, 10:18:23,397,38.27342093,-73.93389695,1,65.11681,1,0,0
6/18/2011, 10:18:28,397,38.27332627,-73.9336252,1,65.114942,1,0,0
6/18/2011, 10:18:33,397,38.27323855,-73.93333643,1,65.114942,1,0,0
6/18/2011, 10:18:38,397,38.27315734,-73.9330572,1,65.114942,1,0,0
6/18/2011, 10:18:43,397,38.27306251,-73.9327807,1,65.114942,1,0,0
6/18/2011, 10:18:48,397,38.27297321,-73.93251125,1,65.114942,1,0,0
6/18/2011, 10:18:53,413,38.27288204,-73.93223214,1,65.111911,1,0,0
6/18/2011, 10:18:58,413,38.2727879,-73.93195868,1,65.359842,1,0,0
6/18/2011, 10:19:03,413,38.27269291,-73.93167885,1,65.720114,1,0,0
6/18/2011, 10:19:08,413,38.27260212,-73.93140449,1,65.868758,1,0,0
6/18/2011, 10:19:13,413,38.27251297,-73.93112542,1,65.868758,1,0,0
6/18/2011, 10:19:18,413,38.27241874,-73.93085628,1,65.868758,1,0,0
6/18/2011, 10:19:23,413,38.27233039,-73.93057616,1,66.009856,1,0,0
6/18/2011, 10:19:28,428,38.2722344,-73.93029774,1,66.372358,1,0,0
6/18/2011, 10:19:33,428,38.27213857,-73.93001827,1,66.713604,1,0,0
6/18/2011, 10:19:38,428,38.2720535,-73.92974875,1,67.048563,1,0,0
6/18/2011, 10:19:43,428,38.27196225,-73.9294731,1,67.048563,1,0,0
6/18/2011, 10:19:48,428,38.27186767,-73.92919801,1,67.045516,1,0,0
6/18/2011, 10:19:53,444,38.27176817,-73.92891895,1,67.045516,1,0,0
6/18/2011, 10:19:58,444,38.27167984,-73.92865782,1,67.152958,1,0,0
6/18/2011, 10:20:03,444,38.2715952,-73.92837841,1,67.152958,1,0,0
6/18/2011, 10:20:08,444,38.27150654,-73.92810784,1,67.152958,1,0,0
6/18/2011, 10:20:13,444,38.27141756,-73.92783225,1,67.381751,1,0,0
6/18/2011, 10:20:18,444,38.27132656,-73.92756289,1,67.381751,1,0,0
6/18/2011, 10:20:23,444,38.271237,-73.92728614,1,67.381751,1,0,0
6/18/2011, 10:20:28,444,38.27115818,-73.92701294,1,67.381751,1,0,0
6/18/2011, 10:20:33,444,38.27106423,-73.92674067,1,67.381751,1,0,0
6/18/2011, 10:20:38,444,38.27097103,-73.92647522,1,67.381751,1,0,0
6/18/2011, 10:20:43,460,38.27088222,-73.92620332,1,67.381751,1,0,0
6/18/2011, 10:20:48,460,38.27079291,-73.9259387,1,67.953145,1,0,0
6/18/2011, 10:20:53,460,38.27070211,-73.92566643,1,68.119151,1,0,0
6/18/2011, 10:20:58,460,38.27061191,-73.92539632,1,68.218753,1,0,0
6/18/2011, 10:21:03,460,38.2705205,-73.92512627,1,68.23298,1,0,0
6/18/2011, 10:21:08,460,38.27042296,-73.92485866,1,68.224649,1,0,0
6/18/2011, 10:21:13,475,38.27033184,-73.92458247,1,68.600826,1,0,0
6/18/2011, 10:21:18,475,38.27024754,-73.92431276,1,68.642297,1,0,0
6/18/2011, 10:21:23,475,38.27015819,-73.92403236,1,68.642297,1,0,0
6/18/2011, 10:21:28,475,38.27006883,-73.92375713,1,68.642297,1,0,0
6/18/2011, 10:21:33,475,38.26998351,-73.92348553,1,69.048509,1,0,0
6/18/2011, 10:21:38,475,38.26990589,-73.92320805,1,69.533204,1,0,0
6/18/2011, 10:21:43,475,38.26981319,-73.92292809,1,69.554827,1,0,0
6/18/2011, 10:21:48,475,38.26972265,-73.92266122,1,69.739868,1,0,0
6/18/2011, 10:21:53,475,38.26963184,-73.92238886,1,70.289232,1,0,0
6/18/2011, 10:21:58,475,38.26954661,-73.92211192,1,70.289232,1,0,0
6/18/2011, 10:22:03,491,38.26945823,-73.92183802,1,70.750047,1,0,0
6/18/2011, 10:22:08,491,38.26936904,-73.9215683,1,70.750047,1,0,0
6/18/2011, 10:22:13,491,38.2692799,-73.92129286,1,70.750047,1,0,0
6/18/2011, 10:22:18,491,38.26918965,-73.92102428,1,71.24749,1,0,0
6/18/2011, 10:22:23,491,38.26910007,-73.92075324,1,71.266116,1,0,0
6/18/2011, 10:22:28,491,38.26900542,-73.92048507,1,71.698367,1,0,0
6/18/2011, 10:22:33,491,38.26891441,-73.92021001,1,71.89913,1,0,0
6/18/2011, 10:22:38,507,38.26882501,-73.91993645,1,72.151385,1,0,0
6/18/2011, 10:22:43,507,38.26873034,-73.91966096,1,72.438612,1,0,0
6/18/2011, 10:22:48,507,38.26863612,-73.91938689,1,72.438612,1,0,0
6/18/2011, 10:22:53,507,38.26853958,-73.91911191,1,72.702156,1,0,0
6/18/2011, 10:22:58,507,38.26845225,-73.91884961,1,72.910897,1,0,0
6/18/2011, 10:23:03,507,38.26837293,-73.91857906,1,72.922654,1,0,0
6/18/2011, 10:23:08,507,38.26828778,-73.91830562,1,72.922247,1,0,0
6/18/2011, 10:23:13,522,38.26819581,-73.91803723,1,73.240299,1,0,0
6/18/2011, 10:23:18,522,38.26810188,-73.91777397,1,73.480543,1,0,0
6/18/2011, 10:23:23,522,38.26800746,-73.91750522,1,73.480543,1,0,0
6/18/2011, 10:23:28,522,38.26792168,-73.91724004,1,73.480543,1,0,0
6/18/2011, 10:23:33,522,38.2678298,-73.91696858,1,73.444364,1,0,0
6/18/2011, 10:23:38,522,38.26774048,-73.91670132,1,73.444364,1,0,0
6/18/2011, 10:23:43,522,38.26765469,-73.91642239,1,73.4543,1,0,0
6/18/2011, 10:23:48,522,38.26756865,-73.91615287,1,73.4543,1,0,0
6/18/2011, 10:23:53,522,38.26748272,-73.91588462,1,73.4543,1,0,0
6/18/2011, 10:23:58,522,38.26740113,-73.91561563,1,73.4543,1,0,0
6/18/2011, 10:24:03,522,38.2673211,-73.91534367,1,73.4543,1,0,0
6/18/2011, 10:24:08,522,38.26723853,-73.91507942,1,73.740527,1,0,0
6/18/2011, 10:24:13,538,38.26715434,-73.9148059,1,73.740527,1,0,0
6/18/2011, 10:24:18,538,38.26706278,-73.91453711,1,73.64163,1,0,0
6/18/2011, 10:24:23,538,38.26697288,-73.9142701,1,73.283574,1,0,0
6/18/2011, 10:24:28,538,38.26688501,-73.91399912,1,73.283574,1,0,0
6/18/2011, 10:24:33,538,38.26678791,-73.91372803,1,73.283574,1,0,0
6/18/2011, 10:24:38,553,38.26669795,-73.91346602,1,73.283574,1,0,0
6/18/2011, 10:24:43,553,38.26661144,-73.91319853,1,73.283574,1,0,0
6/18/2011, 10:24:48,553,38.26652241,-73.91293505,1,73.283574,1,0,0
6/18/2011, 10:24:53,553,38.26643403,-73.91266011,1,73.28672,1,0,0
6/18/2011, 10:24:58,553,38.26634826,-73.91239611,1,73.668148,1,0,0
6/18/2011, 10:25:03,553,38.26626917,-73.9121252,1,73.668148,1,0,0
6/18/2011, 10:25:08,553,38.26619157,-73.91185303,1,73.668148,1,0,0
6/18/2011, 10:25:13,569,38.26610317,-73.91157857,1,73.668148,1,0,0
6/18/2011, 10:25:18,569,38.26601988,-73.91131072,1,73.984347,1,0,0
6/18/2011, 10:25:23,569,38.26593502,-73.91103869,1,74.434345,1,0,0
6/18/2011, 10:25:28,569,38.26585518,-73.91076582,1,74.627829,1,0,0
6/18/2011, 10:25:33,569,38.26577546,-73.91049665,1,74.631955,1,0,0
6/18/2011, 10:25:38,569,38.26569468,-73.91022866,1,74.699603,1,0,0
6/18/2011, 10:25:43,569,38.26560877,-73.90995036,1,74.699603,1,0,0
6/18/2011, 10:25:48,569,38.26552336,-73.90968345,1,74.699603,1,0,0
6/18/2011, 10:25:53,569,38.26543879,-73.90941024,1,75.020299,1,0,0
6/18/2011, 10:25:58,569,38.26535302,-73.90914033,1,74.966854,1,0,0
6/18/2011, 10:26:03,585,38.26526373,-73.90886558,1,74.692213,1,0,0
6/18/2011, 10:26:08,585,38.26517434,-73.90859612,1,74.692213,1,0,0
