Process_ID, Interval, Layer, Sv_mean, NASC, Sv_max, Sv_min, Sv_noise, NASC_noise, Height_mean, Depth_mean, Good_samples, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Ping_M, Dist_S, Dist_E, Dist_M, VL_start, VL_end, VL_mid, Date_S, Time_S, Date_E, Time_E, Date_M, Time_M, Lat_S, Lon_S, Lat_E, Lon_E, Lat_M, Lon_M, Exclude_below_line_depth_mean, Alpha, Gain_constant, Noise_Sv_1m, Minimum_Sv_threshold_applied, Minimum_integration_threshold, Maximum_Sv_threshold_applied, Maximum_integration_threshold, Exclude_above_line_applied, Exclude_above_line_depth_mean, Exclude_below_line_applied, Bottom_offset, Standard_deviation, Skewness, Kurtosis, ABC, ABC_noise, Area_Backscatter_Strength, Thickness_mean, Range_mean, Exclude_below_line_range_mean, Exclude_above_line_range_mean, Bad_data_no_data_samples, Beam_volume_sum, No_data_samples, C_good_samples, C_bad_data_no_data_samples, C_no_data_samples, Frequency, Grid_reference_line, Layer_top_to_reference_line_depth, Layer_top_to_reference_line_range, Layer_bottom_to_reference_line_depth, Layer_bottom_to_reference_line_range, Exclude_below_line_depth_min, Exclude_below_line_range_min, Exclude_below_line_depth_max, Exclude_below_line_range_max, Samples_Below_Bottom_Exclusion, Samples_Above_Surface_Exclusion, Samples_In_Domain, Bad_data_empty_water_samples, C_bad_data_empty_water_samples
20216,13,1,-67.90934,413.530812,-54.384298,-89.67332,-968.074728,0,59.285714,39.644578,415,0,250,77,83,80,2422.567457,2580.126367,2501.030045,2369.895277,2526.183178,2448.18241,20110618, 10:05:03.0070,20110618, 10:05:33.0220,20110618, 10:05:18.0220,38.28747482,-73.97809672,38.28693262,-73.97643658,38.28719644,-73.97727316,69.326785,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,3.32689E-07,5.296014,39.818071,9.59436E-06,0,-50.1798396,59.285714,33.644578,63.326785,4,0,4918.705507,0,415,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,69.153867,63.153867,69.574852,63.574852,1265,28,1708,0,0
20216,14,1,-68.490971,359.953774,-55.298254,-86.222813,-968.341305,0,59,39.5,472,0,250,84,91,87,2606.457278,2791.318579,2685.677338,2552.206178,2734.775441,2630.226019,20110618, 10:05:38.0220,20110618, 10:06:13.0380,20110618, 10:05:53.0220,38.28684644,-73.97615658,38.28623785,-73.97419367,38.2865836,-73.9753151,68.806257,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.98848E-07,5.300267,37.867569,8.35132E-06,0,-50.78245103,59,33.5,62.806257,4,0,5544.716018,0,472,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,68.526516,62.526516,69.153867,63.153867,1448,32,1952,0,0
20216,15,1,-67.710013,423.563512,-53.796881,-85.019864,-968.47107,0,58,39,406,0,250,92,98,95,2817.345268,2974.889562,2896.930597,2760.582168,2917.210036,2838.80282,20110618, 10:06:18.0380,20110618, 10:06:48.0380,20110618, 10:06:33.0380,38.2861457,-73.97392125,38.28561067,-73.97225653,38.28587906,-73.97307867,68.211331,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,3.68275E-07,5.673371,44.41765,9.82713E-06,0,-50.07573294,58,33,62.211331,4,0,4624.186205,0,406,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,68.211218,62.211218,68.212014,62.212014,1274,28,1708,0,0
20216,16,1,-67.780917,417.60251,-55.117612,-84.293661,-967.708317,0,58.125,39.063441,465,0,250,99,106,102,3001.143569,3182.330407,3079.445101,2943.278754,3123.772099,3020.726503,20110618, 10:06:53.0530,20110618, 10:07:28.0690,20110618, 10:07:08.0530,38.28552067,-73.9719797,38.28491468,-73.970061,38.28524653,-73.97115575,68.423619,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,3.17482E-07,4.971219,32.727542,9.68883E-06,0,-50.13728734,58.125,33.063441,62.423619,4,0,5317.275707,0,465,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,68.389343,62.389343,68.634368,62.634368,1455,32,1952,0,0
20216,17,1,-68.663476,341.538907,-57.305263,-88.203373,-967.904421,0,58.25,39.128755,466,0,250,107,114,110,3209.088648,3390.899879,3287.598351,3149.2371,3327.492101,3225.550684,20110618, 10:07:33.0690,20110618, 10:08:08.0690,20110618, 10:07:48.0690,38.28482357,-73.96979319,38.28420774,-73.96787664,38.2845503,-73.96896881,68.291167,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.06144E-07,3.868329,21.360651,7.92407E-06,0,-51.0105165,58.25,33.128755,62.291167,4,0,5350.798568,0,466,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,67.41438,61.41438,68.964054,62.964054,1454,32,1952,0,0
20216,18,1,-68.351487,353.589598,-54.169961,-87.577563,-967.905715,0,56.125,38.067929,449,0,250,115,122,118,3416.878814,3596.555264,3493.321675,3353.597127,3531.932572,3429.592461,20110618, 10:08:13.0850,20110618, 10:08:48.0850,20110618, 10:08:28.0850,38.28412412,-73.96759958,38.28354328,-73.96568849,38.28387211,-73.96678799,66.334612,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.76515E-07,7.009453,75.573472,8.20366E-06,0,-50.85992354,56.125,32.067929,60.334612,4,0,4821.982448,0,449,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.489081,59.489081,67.221368,61.221368,1471,32,1952,0,0
20216,19,1,-68.610414,326.447334,-58.434359,-86.750632,-968.141453,0,55,37.5,385,0,250,123,129,126,3622.470648,3777.221697,3699.988737,3557.474321,3709.946241,3633.950907,20110618, 10:08:53.1000,20110618, 10:09:23.1000,20110618, 10:09:08.1000,38.28345271,-73.96541656,38.28291663,-73.96379316,38.2831843,-73.96460414,64.87212,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.14997E-07,2.892956,9.573382,7.57393E-06,0,-51.20678708,55,31.5,58.87212,4,0,3984.717753,0,385,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,64.529272,58.529272,65.489081,59.489081,1295,28,1708,0,0
20216,20,1,-68.214813,357.579998,-55.889545,-86.829475,-968.204551,0,55,37.5,440,0,250,130,137,133,3802.57332,3982.03132,3879.020931,3734.963691,3910.233964,3811.485525,20110618, 10:09:28.1000,20110618, 10:10:03.1160,20110618, 10:09:43.1160,38.2828266,-73.96353056,38.28223566,-73.96162831,38.28256821,-73.96272376,64.590167,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.42428E-07,4.441523,31.168866,8.29624E-06,0,-50.81118617,55,31.5,58.590167,4,0,4553.963146,0,440,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,64.529272,58.529272,64.891244,58.891244,1480,32,1952,0,0
20216,21,1,-69.542299,263.405361,-58.38549,-87.089819,-968.129714,0,55,37.5,440,0,250,138,145,141,4007.733622,4189.574833,4085.591456,3935.257887,4115.306127,4012.25684,20110618, 10:10:08.1320,20110618, 10:10:43.1470,20110618, 10:10:23.1320,38.28215504,-73.96135351,38.28158302,-73.95941288,38.28190666,-73.96052332,64.556459,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.67806E-07,3.329557,15.574836,6.11129E-06,0,-52.13867225,55,31.5,58.556459,4,0,4553.963146,0,440,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,64.537332,58.537332,64.689903,58.689903,1480,32,1952,0,0
20216,22,1,-69.308242,277.990754,-59.67305,-89.65772,-968.435818,0,55,37.5,385,0,250,146,152,149,4215.527919,4373.591889,4293.976624,4141.26756,4297.149624,4219.191353,20110618, 10:10:48.1470,20110618, 10:11:18.1470,20110618, 10:11:03.1470,38.28150105,-73.9591357,38.28099239,-73.95745681,38.28124763,-73.95829994,64.78576,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.733E-07,2.668851,7.898421,6.44969E-06,0,-51.90461483,55,31.5,58.78576,4,0,3984.717753,0,385,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,64.682039,58.682039,65.279019,59.279019,1295,28,1708,0,0
20216,23,1,-68.749053,324.09553,-57.348884,-89.926714,-967.775939,0,56.375,38.189579,451,0,250,153,160,156,4400.010349,4584.243646,4478.969156,4323.340716,4496.32692,4401.852965,20110618, 10:11:23.1470,20110618, 10:11:58.1630,20110618, 10:11:38.1630,38.28090057,-73.95717906,38.28031082,-73.9552316,38.28064525,-73.95634296,66.266479,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.13038E-07,3.60393,17.182352,7.51937E-06,0,-51.23818793,56.375,32.189579,60.266479,4,0,4880.876882,0,451,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.673233,59.673233,67.005238,61.005238,1469,32,1952,0,0
20216,24,1,-68.913164,310.693243,-56.159412,-88.001878,-967.900474,0,56.125,38.063474,449,0,250,161,168,164,4610.403814,4795.354078,4689.128546,4521.868971,4703.749277,4599.473548,20110618, 10:12:03.1780,20110618, 10:12:38.1940,20110618, 10:12:18.1780,38.28022274,-73.95495533,38.27963183,-73.9529958,38.27996591,-73.95411946,66.316715,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.09933E-07,5.329089,43.73884,7.20842E-06,0,-51.42160025,56.125,32.063474,60.316715,4,0,4819.986214,0,449,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,66.181995,60.181995,67.005238,61.005238,1471,32,1952,0,0
20216,25,1,-68.477725,342.69467,-56.281449,-89.067007,-968.065259,0,56,38,392,0,250,169,175,172,4821.486082,4981.069079,4901.411691,4729.9835,4888.004502,4809.482425,20110618, 10:12:43.1940,20110618, 10:13:13.1940,20110618, 10:12:58.1940,38.2795418,-73.95272039,38.27902746,-73.95102196,38.27929313,-73.95186502,65.919476,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.35825E-07,4.296715,26.797265,7.95089E-06,0,-50.99584485,56,32,59.919476,4,0,4190.848271,0,392,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.917478,59.917478,65.92123,59.92123,1288,28,1708,0,0
20216,26,1,-69.401438,277.035907,-57.347977,-88.364044,-968.121414,0,56,38,448,0,250,176,183,179,5007.413094,5192.546939,5087.183401,4914.122042,5098.613781,4993.507315,20110618, 10:13:18.1940,20110618, 10:13:53.2100,20110618, 10:13:33.2100,38.27893897,-73.95074265,38.27830846,-73.94878742,38.27867049,-73.94989795,66.145222,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.83301E-07,4.004614,23.612924,6.42753E-06,0,-51.91955772,56,32,60.145222,4,0,4789.540881,0,448,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,66.060792,60.060792,66.28594,60.28594,1472,32,1952,0,0
20216,27,1,-69.826678,251.195633,-58.720787,-89.667175,-968.670288,0,56,38,392,0,250,184,190,187,5218.864175,5377.208555,5299.070763,5125.209306,5282.588175,5203.956273,20110618, 10:13:58.2250,20110618, 10:14:28.2250,20110618, 10:14:13.2250,38.27821218,-73.94851394,38.27765204,-73.94685185,38.27793065,-73.94767089,65.874557,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.69739E-07,3.907533,18.638157,5.82801E-06,0,-52.34479749,56,32,59.874557,4,0,4190.848271,0,392,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.873933,59.873933,65.876934,59.876934,1288,28,1708,0,0
20216,28,1,-69.46687,272.893289,-57.00554,-89.039411,-968.388033,0,56,38,448,0,250,191,198,194,5404.413657,5589.050541,5483.60859,5308.682079,5489.418587,5386.974599,20110618, 10:14:33.2410,20110618, 10:15:08.3190,20110618, 10:14:48.2570,38.27755711,-73.94656633,38.27694345,-73.9446202,38.27729028,-73.94573104,66.05543,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.73733E-07,5.114545,41.817816,6.33142E-06,0,-51.98498979,56,32,60.05543,4,0,4789.540881,0,448,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,66.046982,60.046982,66.076814,60.076814,1472,32,1952,0,0
20216,29,1,-69.007159,302.009667,-56.653209,-89.08267,-968.0477,0,55.75,37.876682,446,0,250,199,206,202,5615.450741,5797.356107,5693.155782,5515.232733,5695.098319,5592.159626,20110618, 10:15:13.3190,20110618, 10:15:48.3190,20110618, 10:15:28.3190,38.27685763,-73.94433984,38.27622824,-73.94243005,38.27658523,-73.94352401,65.549233,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.17186E-07,4.687736,29.247065,7.00695E-06,0,-51.5447099,55.75,31.876682,59.549233,4,0,4730.646447,0,446,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.488703,59.488703,65.56941,59.56941,1474,32,1952,0,0
20216,30,1,-69.517662,268.344204,-57.539201,-88.627827,-967.862892,0,55.714286,37.858974,390,0,250,207,213,210,5823.932104,5980.354176,5901.9485,5720.870449,5874.635614,5797.887221,20110618, 10:15:53.3350,20110618, 10:16:23.3500,20110618, 10:16:08.3350,38.27613242,-73.94215385,38.27558824,-73.94051134,38.27586746,-73.94133231,65.557824,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.69467E-07,4.399608,29.270872,6.22587E-06,0,-52.05799615,55.714286,31.858974,59.557824,4,0,4131.953837,0,390,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.495268,59.495268,65.735309,59.735309,1290,28,1708,0,0
20216,31,1,-70.894385,196.445176,-57.438621,-89.039232,-967.978277,0,56,38,392,0,250,214,220,217,6006.103745,6188.156784,6082.197918,5899.770552,6066.952452,5971.001515,20110618, 10:16:28.3500,20110618, 10:17:03.3660,20110618, 10:16:43.3500,38.27550215,-73.94023813,38.27488291,-73.93831376,38.27523321,-73.93943909,65.658426,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.66164E-07,6.611422,54.528951,4.55774E-06,0,-53.41250465,56,32,59.658426,4,0,4190.848271,0,392,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.604086,59.604086,65.735309,59.735309,1288,28,1708,0,0
20216,32,1,-70.674809,204.326505,-58.119825,-88.718524,-968.13347,0,55.375,37.689616,443,0,250,221,228,224,6213.845788,6397.951467,6292.324102,6092.693315,6274.587891,6170.470757,20110618, 10:17:08.3660,20110618, 10:17:43.3820,20110618, 10:17:23.3660,38.27479848,-73.93804049,38.27416582,-73.93610646,38.27453947,-73.93720886,65.43065,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.67622E-07,5.640501,38.158306,4.7406E-06,0,-53.24167128,55.375,31.689616,59.43065,4,0,4642.304797,0,443,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.326057,59.326057,65.604086,59.604086,1477,32,1952,0,0
20216,33,1,-69.429847,271.016899,-56.413403,-88.915438,-968.146017,0,55.142857,37.572539,386,0,250,229,235,232,6424.131103,6581.69628,6502.87882,6301.021178,6457.423064,6379.497717,20110618, 10:17:48.3820,20110618, 10:18:18.3970,20110618, 10:18:03.3970,38.27407152,-73.93583291,38.27351895,-73.93417708,38.27379235,-73.93500728,65.413329,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.41716E-07,5.564993,37.84431,6.28788E-06,0,-52.01495463,55.142857,31.572539,59.413329,4,0,4014.16497,0,386,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.197351,59.197351,65.568719,59.568719,1294,28,1708,0,0
20216,34,1,-70.378785,217.258102,-57.342691,-89.482685,-968.619785,0,55,37.5,440,0,250,236,243,239,6608.572323,6792.59685,6687.978149,6483.475918,6666.198583,6562.651516,20110618, 10:18:23.3970,20110618, 10:18:58.4130,20110618, 10:18:38.3970,38.27342093,-73.93389695,38.2727879,-73.93195868,38.27315734,-73.9330572,65.145409,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.76459E-07,5.561428,42.478901,5.04062E-06,0,-52.97515853,55,31.5,59.145409,4,0,4553.963146,0,440,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.111911,59.111911,65.359842,59.359842,1480,32,1952,0,0
20216,35,1,-69.347134,281.237306,-54.57462,-89.000388,-967.901514,0,56.142857,38.072519,393,0,250,244,250,247,6819.267663,6977.288077,6897.487656,6692.128243,6849.122682,6770.138289,20110618, 10:19:03.4130,20110618, 10:19:33.4280,20110618, 10:19:18.4130,38.27269291,-73.93167885,38.27213857,-73.93001827,38.27241874,-73.93085628,66.060315,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.76493E-07,7.092666,67.923394,6.52501E-06,0,-51.85418905,56.142857,32.072519,60.060315,4,0,4221.293604,0,393,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,65.720114,59.720114,66.713604,60.713604,1287,28,1708,0,0
20216,36,1,-69.163789,297.843248,-56.289956,-89.49185,-968.049329,0,57,38.5,456,0,250,251,258,254,7002.733294,7184.906819,7082.023514,6874.472074,7050.732594,6950.180753,20110618, 10:19:38.4280,20110618, 10:20:13.4440,20110618, 10:19:53.4440,38.2720535,-73.92974875,38.27141756,-73.92783225,38.27176817,-73.92891895,67.128598,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.43159E-07,4.374833,25.165111,6.91028E-06,0,-51.60504076,57,32.5,61.128598,4,0,5033.10355,0,456,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,67.045516,61.045516,67.381751,61.381751,1464,32,1952,0,0
20216,37,1,-68.533723,345.855751,-54.244636,-89.789599,-967.774842,0,57.25,38.626638,458,0,250,259,266,262,7210.59514,7390.859963,7288.381291,7076.5542,7253.65547,7152.115041,20110618, 10:20:18.4440,20110618, 10:20:53.4600,20110618, 10:20:33.4440,38.27132656,-73.92756289,38.27070211,-73.92566643,38.27106423,-73.92674067,67.54535,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,3.23835E-07,6.232624,53.65676,8.02423E-06,0,-50.95596833,57.25,32.626638,61.54535,4,0,5096.023721,0,458,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,67.381751,61.381751,68.119151,62.119151,1462,32,1952,0,0
20216,38,1,-69.832725,262.604533,-57.152745,-89.585703,-967.851343,0,58.625,39.314499,469,0,250,267,274,270,7416.533882,7597.943883,7494.309417,7279.146235,7459.178226,7356.149157,20110618, 10:20:58.4600,20110618, 10:21:33.4750,20110618, 10:21:13.4750,38.27061191,-73.92539632,38.26998351,-73.92348553,38.27033184,-73.92458247,68.531576,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,2.16265E-07,4.142457,22.591523,6.09271E-06,0,-52.15189616,58.625,33.314499,62.531576,4,0,5447.241599,0,469,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,68.218753,62.218753,69.048509,63.048509,1451,32,1952,0,0
20216,39,1,-71.347071,190.545713,-57.841353,-89.825293,-967.83564,0,60.285714,40.14455,422,0,250,275,281,278,7623.731998,7779.271565,7701.705742,7485.06899,7638.543655,7561.716048,20110618, 10:21:38.4750,20110618, 10:22:08.4910,20110618, 10:21:53.4750,38.26990589,-73.92320805,38.26936904,-73.9215683,38.26963184,-73.92238886,70.129494,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.7697E-07,5.456082,36.572813,4.42087E-06,0,-53.54492652,60.285714,34.14455,64.129494,4,0,5155.611291,0,422,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,69.533204,63.533204,70.750047,64.750047,1258,28,1708,0,0
20216,40,1,-72.595508,146.116054,-59.229903,-89.820462,-968.351478,0,61.625,40.814402,493,0,250,282,289,285,7805.337646,7987.124772,7882.368194,7664.364257,7844.058711,7741.201667,20110618, 10:22:13.4910,20110618, 10:22:48.5070,20110618, 10:22:28.4910,38.2692799,-73.92129286,38.26863612,-73.91938689,38.26900542,-73.92048507,71.73622,0.007856,-9999,-999,1,-90,0,99,1,10,1,0,1.27973E-07,5.038192,31.854429,3.39005E-06,0,-54.697939,61.625,34.814402,65.73622,4,0,6268.292442,0,493,0,0,38," ""Surface (depth of zero)""",0,-6,250,244,70.750047,64.750047,72.438612,66.438612,1427,32,1952,0,0
